image_path,tags
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000223/BM302:MV-00003:zedx:20241106-000223_21.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000223/BM302:MV-00003:zedx:20241106-000223_4.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000223/BM302:MV-00003:zedx:20241106-000223_54.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000223/BM302:MV-00003:zedx:20241106-000223_65.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000223/BM302:MV-00003:zedx:20241106-000223_74.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000223/BM302:MV-00003:zedx:20241106-000223_83.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000223/BM302:MV-00003:zedx:20241106-000223_96.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000223/BM302:MV-00003:zedx:20241106-000223_98.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000240/BM302:MV-00003:zedx:20241106-000240_74.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000240/BM302:MV-00003:zedx:20241106-000240_88.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000257/BM302:MV-00003:zedx:20241106-000257_0.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000257/BM302:MV-00003:zedx:20241106-000257_12.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000257/BM302:MV-00003:zedx:20241106-000257_130.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000257/BM302:MV-00003:zedx:20241106-000257_131.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000257/BM302:MV-00003:zedx:20241106-000257_148.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000257/BM302:MV-00003:zedx:20241106-000257_45.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000257/BM302:MV-00003:zedx:20241106-000257_80.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000315/BM302:MV-00003:zedx:20241106-000315_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000315/BM302:MV-00003:zedx:20241106-000315_139.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000315/BM302:MV-00003:zedx:20241106-000315_4.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000315/BM302:MV-00003:zedx:20241106-000315_48.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000315/BM302:MV-00003:zedx:20241106-000315_91.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000332/BM302:MV-00003:zedx:20241106-000332_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000332/BM302:MV-00003:zedx:20241106-000332_102.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000332/BM302:MV-00003:zedx:20241106-000332_104.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000332/BM302:MV-00003:zedx:20241106-000332_107.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000332/BM302:MV-00003:zedx:20241106-000332_23.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000332/BM302:MV-00003:zedx:20241106-000332_48.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000349/BM302:MV-00003:zedx:20241106-000349_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000349/BM302:MV-00003:zedx:20241106-000349_116.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000349/BM302:MV-00003:zedx:20241106-000349_78.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000349/BM302:MV-00003:zedx:20241106-000349_84.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000406/BM302:MV-00003:zedx:20241106-000406_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000406/BM302:MV-00003:zedx:20241106-000406_12.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000423/BM302:MV-00003:zedx:20241106-000423_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000423/BM302:MV-00003:zedx:20241106-000423_118.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000423/BM302:MV-00003:zedx:20241106-000423_137.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000423/BM302:MV-00003:zedx:20241106-000423_23.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000423/BM302:MV-00003:zedx:20241106-000423_40.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000423/BM302:MV-00003:zedx:20241106-000423_71.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000440/BM302:MV-00003:zedx:20241106-000440_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000440/BM302:MV-00003:zedx:20241106-000440_123.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000440/BM302:MV-00003:zedx:20241106-000440_128.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000440/BM302:MV-00003:zedx:20241106-000440_133.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000440/BM302:MV-00003:zedx:20241106-000440_38.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000440/BM302:MV-00003:zedx:20241106-000440_5.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000440/BM302:MV-00003:zedx:20241106-000440_59.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000440/BM302:MV-00003:zedx:20241106-000440_88.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000457/BM302:MV-00003:zedx:20241106-000457_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000457/BM302:MV-00003:zedx:20241106-000457_41.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000515/BM302:MV-00003:zedx:20241106-000515_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000515/BM302:MV-00003:zedx:20241106-000515_105.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000515/BM302:MV-00003:zedx:20241106-000515_157.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000515/BM302:MV-00003:zedx:20241106-000515_34.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000515/BM302:MV-00003:zedx:20241106-000515_48.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000532/BM302:MV-00003:zedx:20241106-000532_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000532/BM302:MV-00003:zedx:20241106-000532_148.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000532/BM302:MV-00003:zedx:20241106-000532_3.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000532/BM302:MV-00003:zedx:20241106-000532_61.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000532/BM302:MV-00003:zedx:20241106-000532_82.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000549/BM302:MV-00003:zedx:20241106-000549_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000549/BM302:MV-00003:zedx:20241106-000549_140.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000549/BM302:MV-00003:zedx:20241106-000549_155.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000549/BM302:MV-00003:zedx:20241106-000549_79.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000606/BM302:MV-00003:zedx:20241106-000606_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000606/BM302:MV-00003:zedx:20241106-000606_108.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000606/BM302:MV-00003:zedx:20241106-000606_8.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000606/BM302:MV-00003:zedx:20241106-000606_92.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000606/BM302:MV-00003:zedx:20241106-000606_98.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000623/BM302:MV-00003:zedx:20241106-000623_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000623/BM302:MV-00003:zedx:20241106-000623_155.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000623/BM302:MV-00003:zedx:20241106-000623_25.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000623/BM302:MV-00003:zedx:20241106-000623_30.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000623/BM302:MV-00003:zedx:20241106-000623_52.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000623/BM302:MV-00003:zedx:20241106-000623_56.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000640/BM302:MV-00003:zedx:20241106-000640_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000640/BM302:MV-00003:zedx:20241106-000640_136.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000640/BM302:MV-00003:zedx:20241106-000640_143.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000714/BM302:MV-00003:zedx:20241106-000714_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000714/BM302:MV-00003:zedx:20241106-000714_121.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000714/BM302:MV-00003:zedx:20241106-000714_132.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000732/BM302:MV-00003:zedx:20241106-000732_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000732/BM302:MV-00003:zedx:20241106-000732_4.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000749/BM302:MV-00003:zedx:20241106-000749_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000749/BM302:MV-00003:zedx:20241106-000749_160.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_112.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_115.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_147.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_32.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_44.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_52.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_81.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000824/BM302:MV-00003:zedx:20241106-000824_88.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000845/BM302:MV-00003:zedx:20241106-000845_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000845/BM302:MV-00003:zedx:20241106-000845_140.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000845/BM302:MV-00003:zedx:20241106-000845_147.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000845/BM302:MV-00003:zedx:20241106-000845_148.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000845/BM302:MV-00003:zedx:20241106-000845_75.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000845/BM302:MV-00003:zedx:20241106-000845_86.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000902/BM302:MV-00003:zedx:20241106-000902_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000902/BM302:MV-00003:zedx:20241106-000902_102.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000902/BM302:MV-00003:zedx:20241106-000902_137.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000902/BM302:MV-00003:zedx:20241106-000902_162.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000902/BM302:MV-00003:zedx:20241106-000902_25.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000902/BM302:MV-00003:zedx:20241106-000902_78.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000902/BM302:MV-00003:zedx:20241106-000902_88.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000902/BM302:MV-00003:zedx:20241106-000902_9.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000919/BM302:MV-00003:zedx:20241106-000919_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000919/BM302:MV-00003:zedx:20241106-000919_124.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000919/BM302:MV-00003:zedx:20241106-000919_132.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000919/BM302:MV-00003:zedx:20241106-000919_155.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000919/BM302:MV-00003:zedx:20241106-000919_86.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000936/BM302:MV-00003:zedx:20241106-000936_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000936/BM302:MV-00003:zedx:20241106-000936_111.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000936/BM302:MV-00003:zedx:20241106-000936_161.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000936/BM302:MV-00003:zedx:20241106-000936_23.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000936/BM302:MV-00003:zedx:20241106-000936_35.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000936/BM302:MV-00003:zedx:20241106-000936_50.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000936/BM302:MV-00003:zedx:20241106-000936_97.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000953/BM302:MV-00003:zedx:20241106-000953_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000953/BM302:MV-00003:zedx:20241106-000953_12.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000953/BM302:MV-00003:zedx:20241106-000953_165.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000953/BM302:MV-00003:zedx:20241106-000953_25.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000953/BM302:MV-00003:zedx:20241106-000953_44.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000953/BM302:MV-00003:zedx:20241106-000953_46.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-000953/BM302:MV-00003:zedx:20241106-000953_96.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_109.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_146.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_162.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_36.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_4.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_45.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_60.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_64.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_77.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_80.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001010/BM302:MV-00003:zedx:20241106-001010_91.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_0.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_127.jpg,"hose-boom, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_36.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_50.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_56.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_63.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_8.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_91.jpg,"hose-boom, people, bench"
BM302/MV-00003/zedx/20241106/BM302:MV-00003:zedx:20241106-001027/BM302:MV-00003:zedx:20241106-001027_97.jpg,"hose-boom, people, bench"
